studentID,name,state,contact_number,age,gender,study_hours,percentage,marathi_marks,hindi_marks,english_marks,science_marks,mathematics_marks,social_studies_marks
46551353649,Navya Krish,Maharashtra,1215755714,16,Female,3.03,88.55,45,51,56,65,82,42
517411725671,Kismat Soni,Kerala,9937981832,16,Female,3.89,83.93,34,55,52,77,86,57
988061641834,Amani Dube,Karnataka,5858675974,17,Female,2.4,76.47,44,67,69,83,88,65
819132156546,Anahi Zachariah,Maharashtra,798175886,16,Male,2.79,75.28,30,41,52,62,79,53
11459998309,Bhavin Sankaran,Gujarat,3472646783,16,Male,3.08,97.74,44,42,59,71,77,49
456200065424,Rati Andra,Kerala,7139367035,16,Male,1.13,54.64,34,48,54,79,78,55
837711235669,Aarav Bahri,Rajasthan,5923629266,15,Female,2.56,69.52,31,43,47,55,62,37
67523656372,Hansh Mallick,Bihar,137560385,15,Male,2.56,64.55,27,37,60,63,72,30
54884516356,Drishya Issac,Maharashtra,5072753649,15,Female,2.96,69.34,34,48,53,55,62,39
304560997998,Tanya Bandi,Rajasthan,6276820533,16,Female,1.27,58.79,34,60,58,61,72,42
881100737187,Nitara Sengupta,Goa,2766633203,17,Male,2.04,79.03,53,59,70,73,84,53
829944630061,Prisha Karpe,Maharashtra,9594654601,17,Male,2.56,60.88,58,62,71,79,83,50
850686510979,Mishti Deshmukh,Other,7820648225,15,Male,2.78,67.16,24,46,49,70,62,47
438365531722,Darshit Salvi,Maharashtra,630533298,17,Female,3.81,97.95,54,51,78,88,97,66
82509021824,Umang Bhat,Maharashtra,2805257594,15,Male,0,39.33,31,48,46,69,79,32
338868608639,Sahil Gandhi,Rajasthan,5972561005,17,Female,3.99,84.85,56,53,60,73,85,58
302075203820,Yakshit De,Karnataka,6886628859,17,Male,3.99,85.54,40,55,75,84,82,56
874262143284,Veer Tiwari,Haryana,1147252309,17,Male,3.43,84.2,48,55,62,74,92,57
288055859317,Nirvaan Randhawa,Kerala,1641748329,17,Male,2.26,63.9,51,69,79,90,89,60
156231724921,Nakul Dutt,Rajasthan,3762368490,15,Female,2.47,70.24,22,44,45,51,79,46
252529777777,Manikya Mall,Goa,8388194597,15,Female,3.55,93.21,21,47,59,56,60,46
467465717967,Nitya Vaidya,Goa,101558081,15,Male,2.3,71.03,20,42,54,62,70,41
824599550766,Dharmajan Basu,Maharashtra,9229030359,16,Female,2.94,67.03,41,44,66,73,74,44
192628785798,Aarush Sani,Bihar,8126587832,15,Male,1.52,72.29,37,42,44,60,62,33
702571120078,Pranay Shah,Karnataka,4236083154,15,Female,2.97,63.38,33,38,46,54,76,46
447845693962,Indrajit Thaker,Kerala,353557861,15,Female,3.11,94.35,30,33,54,57,70,45
37403970286,Ehsaan Shenoy,Rajasthan,6403894222,15,Female,1.6,60.51,31,38,42,63,61,37
914046000871,Ishaan Mahajan,Haryana,4048688697,15,Male,3.89,95.79,40,48,40,63,69,32
591876191988,Nitara Chawla,Other,6013195506,16,Male,4.42,82.93,34,44,62,75,78,56
859257676298,Himmat Deep,Gujarat,2446088343,17,Male,2.97,73.84,41,57,67,80,81,58
909846848968,Divyansh Raj,Gujarat,729318196,15,Female,2.39,72.06,29,35,46,64,66,44
191197748609,Lavanya Iyengar,Punjab,7983537303,15,Male,3.83,80.79,32,39,57,62,62,39
265666488883,Mahika Dube,Kerala,637555504,15,Male,3.7,85.63,27,34,44,57,76,31
640809700528,Anahi Chakraborty,Punjab,9394938477,15,Female,2.16,62.46,29,40,57,57,62,32
842071268436,Rati Sood,Karnataka,4237387524,15,Male,0,28.96,27,48,54,58,70,50
53100730320,Umang Khosla,Maharashtra,3253103018,17,Male,1.13,57.1,44,55,73,82,82,64
12271035911,Neelofar Sachdeva,Punjab,6231456137,16,Female,5.1,90.68,41,41,64,64,80,49
585590679515,Sahil Krish,Rajasthan,9650188495,16,Male,1.2,55.93,33,51,63,71,86,51
764532767672,Arhaan Yogi,Kerala,1586950224,15,Male,1.59,78.04,31,41,57,64,62,34
482594431195,Yuvaan Kanda,Gujarat,8106822820,15,Male,0,34.43,36,49,46,63,61,31
498378979068,Saksham Sahota,Gujarat,8248615761,16,Female,1.5,53.99,34,46,55,75,75,52
70057891870,Advik Saraf,Maharashtra,6845236471,15,Female,1.02,50.27,39,33,48,63,79,39
471174193337,Vivaan Bhattacharyya,Maharashtra,3952915823,15,Female,2.67,79.21,34,43,57,61,65,42
572431832873,Anahi Deshpande,Kerala,9037980676,16,Male,3.53,83.2,34,44,68,71,80,43
19174328129,Ryan Ganguly,Gujarat,1851704513,16,Male,3.71,99.86,45,45,65,73,81,41
604015472055,Mannat Bobal,Rajasthan,7334315238,17,Male,1.66,68.63,41,59,78,79,88,63
118800081788,Zoya Chaudhry,Gujarat,4569078373,15,Female,2.98,65.43,20,36,55,53,69,50
831103607084,Aarush Sethi,Karnataka,2437918480,15,Male,3.77,80.52,37,34,45,63,75,36
53089019508,Priyansh Kapadia,Maharashtra,6831423850,15,Male,0,38.82,36,36,60,53,60,44
944675199973,Prerak Konda,Sikkim,2991551262,16,Male,3.32,99.26,42,42,54,68,72,47
779883596125,Sana Lal,Gujarat,3236362181,15,Male,2.75,79.6,39,46,42,55,63,45
145091678586,Jiya Dani,Kerala,4173778385,16,Male,2.61,77.48,36,41,56,73,88,41
772781963280,Tiya Kara,Maharashtra,579520126,15,Female,5.33,97.71,23,31,47,63,79,33
926102480173,Shanaya Bawa,Maharashtra,2825880601,17,Female,2.25,77.15,59,67,72,82,95,59
651100775745,Azad Virk,Bihar,62906304,16,Male,2.5,72.65,33,42,60,71,85,45
485178346580,Anay Chaudhry,Punjab,566886801,16,Male,3.22,87.19,34,55,50,63,73,45
829476499813,Ryan Sem,Goa,3149869711,16,Male,2.06,62.2,43,45,57,66,81,51
781736022065,Lagan Ghose,Haryana,9535046010,16,Female,2.81,79.95,41,45,51,73,82,45
178211968529,Mohanlal Krishna,Sikkim,6141862489,17,Female,3.88,94.62,58,61,64,89,87,56
319477057828,Hiran Raval,Karnataka,1166769713,16,Male,2.05,75.1,45,45,66,77,70,52
186959282079,Taimur Kapoor,Bihar,776032028,15,Male,1.34,52.17,28,41,48,69,60,41
624540510285,Shalv Din,Kerala,7336066179,16,Male,3.15,81.19,46,59,58,63,83,44
847729881252,Ojas Thaker,Haryana,2086703033,17,Male,1.6,65.73,44,61,71,88,97,66
409461430895,Veer Tank,Goa,9114104249,15,Female,1.71,66.04,29,39,58,59,71,41
533113535948,Myra Jaggi,Goa,4821606516,15,Male,1.12,52.92,36,46,41,56,60,32
547584004289,Veer Suresh,Maharashtra,9432082929,16,Male,1.84,62.12,43,45,63,72,73,55
116283015806,Mishti Kala,Haryana,1408682189,15,Female,2.38,76.91,36,33,44,60,77,33
950134555748,Nishith Bhattacharyya,Kerala,5279439532,15,Female,2.13,77.55,27,36,50,60,68,48
283461676861,Vedika Kannan,Maharashtra,6366809240,15,Male,2.49,65.49,23,50,54,58,76,33
316751750814,Krish Sridhar,Punjab,8595642448,15,Female,1.6,64.77,21,37,50,52,80,38
43036551569,Gokul Ramakrishnan,Other,463147803,15,Female,1.17,51.76,22,41,48,70,76,39
967793609581,Adira Sur,Kerala,3926638620,15,Female,3.24,82.01,40,48,52,51,72,41
846745677860,Romil Chatterjee,Haryana,6036000394,15,Male,3.94,94.79,29,42,48,66,78,41
16539490570,Ryan Dhar,Punjab,7903899455,16,Male,1.54,73.4,32,57,59,60,87,54
644883155613,Raunak Wadhwa,Karnataka,793262137,15,Female,1.61,61.15,31,40,58,57,63,48
529291944135,Taran Lanka,Rajasthan,9795014957,15,Male,3.86,96.94,36,49,50,62,69,36
866805988852,Yakshit Chana,Kerala,6297394150,15,Male,3.72,83.34,39,33,60,54,67,36
723916192805,Lakshay Sachdev,Other,7654802290,17,Female,3.08,87.96,57,52,71,72,96,56
802403591352,Dishani Chadha,Gujarat,569688840,17,Female,3.57,86.25,45,50,63,81,92,54
767009155989,Ojas Mannan,Maharashtra,3855571310,16,Female,2.32,64.55,32,56,68,64,88,43
878680011970,Rohan Balay,Goa,4429420619,16,Male,3.02,93.48,33,45,55,80,83,44
385927910956,Neysa Chowdhury,Bihar,4395673732,15,Male,6.45,88.68,33,40,53,59,76,37
293522596388,Mannat Srinivasan,Maharashtra,6381438644,15,Female,2.98,60.99,39,40,51,60,70,34
997634549294,Gokul Yohannan,Gujarat,4437129970,16,Male,3.1,95.11,32,59,69,63,81,53
405013879488,Alia Sama,Sikkim,9678678511,16,Male,2.51,62.73,47,48,58,64,80,54
957039835880,Bhavin Chakrabarti,Punjab,7131634906,15,Male,1.83,78.01,35,35,47,68,76,39
593775559910,Mohanlal Sibal,Karnataka,9770594562,15,Male,3.94,90.38,34,49,41,51,75,46
726390523831,Advika Hans,Rajasthan,7107035953,15,Female,0,37.1,24,44,41,53,80,32
974669740978,Charvi Kothari,Rajasthan,688980173,15,Female,2.09,62.13,34,34,41,63,78,33
895702940237,Faiyaz Rajagopal,Haryana,6406912643,15,Female,3.87,92.25,23,44,55,59,69,41
433805998847,Navya Mallick,Maharashtra,1510695086,17,Male,2.93,74.39,44,59,61,83,90,69
25305078936,Shamik Halder,Rajasthan,2011217438,15,Male,2.58,62.51,28,36,47,57,63,37
994172214582,Abram Issac,Karnataka,2532935457,15,Male,3.09,95.22,24,33,44,63,65,48
326158036047,Kartik Bhargava,Haryana,9898563444,15,Male,1.88,60.79,35,45,42,61,74,40
883231582107,Mohanlal Gade,Goa,7525196136,15,Male,1.46,59.39,40,33,57,66,79,46
36733013824,Lakshay Dara,Karnataka,7096401443,16,Male,3.73,98.7,46,41,60,73,89,46
388875446224,Siya Chhabra,Rajasthan,2286924007,16,Female,2.17,70.03,38,40,55,80,72,44
275953169578,Hiran Bhalla,Kerala,3807811088,15,Male,1.86,65.55,38,45,40,55,72,45
736606389286,Yuvaan Gade,Goa,2132517030,16,Male,2.43,77.64,36,43,67,75,84,59
628686805171,Shlok Bedi,Maharashtra,7936599127,15,Male,3.22,81.47,36,49,52,52,75,45
427036923349,Azad Mahajan,Karnataka,5719934052,15,Male,0,21.54,23,34,57,66,65,42
211146170950,Kanav Ramachandran,Kerala,5600434497,15,Female,2.38,65.65,27,45,46,60,73,46
951843783085,Ela Varma,Gujarat,2825234115,15,Male,6.94,82.32,34,36,59,65,69,30
927968337367,Lakshit Vyas,Rajasthan,3871705313,15,Male,3.33,83.08,38,33,52,70,72,39
787123985501,Ishaan Lad,Rajasthan,6867938370,15,Female,1.15,56.6,22,49,51,53,75,34
121866269223,Anika Babu,Maharashtra,8565317282,16,Male,2.28,78.91,34,49,52,69,81,50
563458422591,Aarush Tripathi,Rajasthan,9728136337,17,Female,1.08,52.74,47,66,67,77,93,63
57171745257,Lagan Issac,Gujarat,2306612352,16,Female,3.17,85.28,50,58,64,62,84,59
136765090707,Arhaan Char,Bihar,7863035168,16,Female,2.7,74.52,46,43,55,64,78,54
606629129993,Nirvaan Sampath,Gujarat,5372953600,17,Female,1.05,54.3,50,51,65,72,85,51
145352503311,Khushi Thakkar,Sikkim,5619766062,16,Male,3.63,90.69,46,58,58,73,82,52
544938296775,Umang Magar,Karnataka,6343258394,16,Male,1.07,54.65,39,42,57,68,79,47
725789716,Nitya Sahota,Karnataka,5528253964,15,Male,1.52,77.0,28,49,46,68,73,31
275888529478,Kiaan Sarraf,Maharashtra,5472664670,15,Male,3.29,95.21,37,47,57,55,73,30
868459053239,Indrans Ramaswamy,Bihar,1006624703,16,Female,1.32,59.24,38,48,66,67,86,44
644808138615,Amira Kothari,Rajasthan,9255419545,15,Male,2.81,67.7,32,33,56,69,68,45
649868322515,Ivan Korpal,Kerala,7577423495,15,Female,3.74,96.44,22,42,46,56,65,39
373450133758,Indrans Mander,Maharashtra,793399350,16,Female,1.14,54.63,49,50,52,72,72,49
425583252873,Divit Setty,Other,8700882778,16,Male,3.27,80.06,37,57,66,63,78,48
416874627839,Tanya Krishnamurthy,Kerala,1100208551,17,Female,1.38,55.32,58,69,62,73,99,67
282895852322,Indrajit Sampath,Maharashtra,6786194329,16,Male,4.43,80.17,38,46,58,76,85,41
673559327744,Shaan Sandal,Karnataka,6017720815,15,Male,1.43,56.47,38,42,59,70,77,31
282610232382,Anya Ranganathan,Rajasthan,1374557930,16,Female,1.2,57.75,40,57,64,75,78,53
930167662162,Indrans Virk,Kerala,5190199943,17,Female,1.08,58.98,48,64,70,77,92,66
244530514337,Ishita Srinivas,Goa,7768840951,16,Male,2.26,73.96,49,48,58,71,88,43
767833912785,Gokul Lalla,Maharashtra,7000627268,15,Female,1.5,54.07,37,39,54,59,76,48
346051559003,Tiya Dube,Maharashtra,170752369,17,Male,2.89,75.51,58,56,78,79,95,66
432923043383,Indrajit Sekhon,Bihar,3620027235,15,Male,3.66,88.57,34,49,56,64,77,37
109004914996,Kavya Rattan,Maharashtra,7864674318,15,Male,1.97,69.8,38,50,44,53,65,46
622696001342,Biju Karpe,Punjab,863997417,17,Male,1.05,50.44,50,69,72,84,95,64
324195350224,Umang Khalsa,Bihar,7768130226,17,Male,1.64,74.34,49,65,62,72,100,52
810759089256,Hrishita Sant,Maharashtra,9499817356,15,Male,4.6,91.11,33,34,42,54,68,39
985951794758,Kanav Mangat,Rajasthan,1420141322,15,Male,3.51,99.75,21,33,46,66,73,36
486768586531,Aniruddh Subramaniam,Kerala,1874294164,15,Male,2.32,64.88,24,48,58,53,68,44
634135190555,Madhav Mannan,Sikkim,5308564077,15,Female,3.38,96.94,36,31,48,53,67,39
513091539074,Umang Seth,Karnataka,6713896689,15,Female,1.22,50.53,39,46,48,65,60,44
973254650133,Divit Shere,Maharashtra,8149949253,15,Female,6.57,97.69,37,38,57,54,71,48
304325161593,Veer Anne,Kerala,4255163083,16,Male,3.74,88.29,38,58,53,76,79,57
42228465869,Mishti Soni,Haryana,246056586,17,Female,6.72,87.31,44,56,74,81,94,60
278570870327,Vivaan Deo,Rajasthan,575949502,15,Male,2.04,63.33,26,44,57,66,71,40
671487052375,Anahi Badami,Haryana,4905994950,16,Male,2.2,72.77,32,55,66,72,90,56
687684489409,Nakul Chadha,Gujarat,3006136074,16,Male,3.12,89.49,50,52,60,73,76,58
793203249715,Renee Chowdhury,Maharashtra,1918529174,15,Female,2.04,77.05,32,37,59,63,76,45
197373025699,Jivin Banerjee,Maharashtra,1294800865,15,Female,3.6,92.12,26,46,53,59,64,34
509941089454,Armaan Shah,Kerala,1572429470,15,Male,3.96,99.95,27,31,53,61,77,33
727739762753,Nirvi Chanda,Kerala,1343798981,17,Male,2.75,73.29,57,61,63,77,90,51
902936172082,Mamooty D’Alia,Goa,665372881,16,Female,2.31,60.01,42,45,59,65,77,48
854926727996,Krish Rattan,Maharashtra,2484277240,16,Female,3.66,85.2,32,56,66,72,72,42
989624643652,Kabir Chakraborty,Karnataka,152861850,15,Female,0,22.86,36,32,59,52,61,36
812017663866,Divyansh Sur,Karnataka,5435890440,16,Male,3.74,83.01,36,55,66,71,82,59
483658541548,Jivin Devan,Rajasthan,6480575092,17,Female,1.74,60.22,48,57,68,84,96,62
796917435468,Tanya Chadha,Sikkim,5286920650,17,Female,1.71,72.81,55,64,69,71,97,62
513929014924,Eva Rau,Gujarat,4244953869,16,Male,1.22,50.51,32,56,67,77,72,50
241791463599,Eshani Gala,Bihar,8141242164,17,Male,5.71,87.78,59,69,78,89,88,69
448383286759,Shaan Taneja,Maharashtra,3442739274,15,Male,0,26.06,24,48,46,51,79,33
517695463695,Diya Bhatnagar,Other,9864711836,15,Male,2.62,60.59,39,50,47,64,72,47
35825536306,Rasha Kurian,Other,7809946337,15,Female,3.3,99.52,20,45,51,63,67,39
917835668310,Miraya Ramesh,Sikkim,9355170517,15,Male,2.5,64.85,40,40,45,68,76,39
209574271552,Tara Dhaliwal,Maharashtra,7427398248,15,Female,1.56,75.06,22,48,44,55,73,47
5963572057,Hazel Sharaf,Haryana,8991369988,16,Male,3.92,99.85,40,47,51,61,79,42
620598941379,Aaina Suri,Haryana,3065504553,16,Male,3.24,84.47,46,54,66,75,84,53
778448401775,Dharmajan Bala,Kerala,1341895831,15,Female,3.42,83.77,31,38,58,51,71,46
168262420420,Kiaan Krishna,Bihar,4404912451,15,Female,1.23,59.12,25,43,48,69,74,39
302712096801,Vritika Sura,Rajasthan,9563547248,17,Male,1.42,58.3,48,61,73,78,87,61
37410067744,Yasmin Rajagopal,Karnataka,1710227299,16,Male,2.07,70.88,44,42,50,66,72,51
735110055459,Ojas Balan,Karnataka,9719483094,15,Male,3.98,94.17,22,37,54,54,65,49
636654805510,Neysa Dar,Bihar,1278738458,15,Male,1.93,62.31,37,40,54,63,80,38
543881916118,Zaina Solanki,Karnataka,6411145339,16,Male,3.64,80.2,45,41,56,67,89,51
340339705341,Adah Bir,Gujarat,4015940979,16,Male,0,25.83,39,58,69,66,88,54
70745799886,Divij Khalsa,Karnataka,8767152773,15,Female,3.47,94.32,39,34,47,69,64,41
858628523188,Vanya Devan,Kerala,7843700297,15,Female,3.55,97.85,26,42,49,51,60,33
254040504094,Nakul Kaul,Haryana,6373488504,15,Male,3.69,96.59,28,45,54,65,77,38
615916998038,Vivaan Singhal,Rajasthan,9641871511,17,Male,1.05,58.75,42,57,76,76,80,60
256368611565,Badal Sodhi,Rajasthan,7686364290,15,Female,1.47,52.98,35,32,50,60,65,44
285525986840,Madhup Chanda,Haryana,9090151244,15,Female,3.73,84.43,23,31,43,65,69,32
953394294121,Tara Jhaveri,Rajasthan,1036797116,17,Male,6.11,88.26,42,61,73,72,85,54
684856599426,Rohan Ramachandran,Haryana,9408725508,15,Female,3.1,82.51,35,35,50,65,75,36
925858887397,Madhav Sethi,Punjab,2802075409,15,Male,3.41,83.52,33,32,43,57,77,40
562241864572,Nitya Borde,Kerala,1540873947,15,Female,1.23,51.99,34,31,43,67,60,40
474711626809,Charvi Apte,Kerala,510360230,16,Female,1.1,54.86,47,53,61,61,72,54
750976833939,Azad Sampath,Maharashtra,5837061118,16,Male,3.83,84.96,37,60,65,75,86,44
644844160647,Dhanuk Dhawan,Bihar,8900080552,17,Female,1.53,70.26,56,64,70,81,100,56
272015816417,Alia Bakshi,Karnataka,7863107148,15,Male,3.27,88.0,31,40,40,63,74,45
180081775198,Suhana Joshi,Maharashtra,1937320271,17,Female,1.43,51.3,50,66,70,74,99,55
39454755038,Mishti Goda,Haryana,3255220060,16,Female,3.96,82.84,37,55,57,68,78,47
934109874690,Rania Chandran,Karnataka,7513913227,16,Female,1.55,65.66,37,50,59,78,76,55
161443508786,Shamik Kalla,Karnataka,4876219667,15,Female,3.76,83.71,33,35,45,50,79,45
881322354774,Drishya Reddy,Rajasthan,5635337889,15,Male,1.12,53.22,34,40,54,53,70,36
259598580551,Adira Lala,Rajasthan,48141201,16,Female,2.47,79.61,34,55,62,76,77,58
828211380827,Adira Singh,Maharashtra,3642028022,15,Female,2.32,70.75,22,31,57,59,61,47
409148743031,Nehmat Ramaswamy,Goa,7147602667,16,Male,2.81,70.21,35,59,55,72,72,49
795380631190,Arnav Shah,Goa,5333917956,15,Female,2.35,74.97,32,33,46,63,71,47
555737653910,Mahika Jaggi,Gujarat,2483430771,15,Female,2.39,66.29,31,39,40,63,74,42
30758996031,Vardaniya Mandal,Karnataka,2452129921,15,Female,1.16,57.76,22,38,57,54,75,45
367042246522,Keya Buch,Rajasthan,8057048224,16,Male,3.82,80.66,43,40,52,66,87,55
904043202521,Baiju Gopal,Goa,100143172,17,Male,1.31,53.7,40,62,77,73,94,64
843470908339,Miraya Sengupta,Sikkim,1451115392,15,Female,1.22,50.87,28,46,55,59,73,33
540672143294,Tanya Dhaliwal,Kerala,6199466709,16,Female,1.23,53.19,44,47,61,78,87,40
954916685504,Ayesha Barad,Goa,2883829472,16,Female,7.96,80.8,43,46,67,75,88,56
525567975046,Anika Chakrabarti,Maharashtra,7634920670,16,Male,3.63,93.83,40,54,62,65,88,54
272022797793,Nishith Chad,Gujarat,9951413714,17,Female,3.79,82.02,41,50,67,83,82,55
624697930176,Kiara Dasgupta,Gujarat,6087399138,15,Male,5.49,92.77,28,40,50,50,79,35
512590204919,Aarav Desai,Maharashtra,8296674555,16,Female,1.62,60.13,43,45,65,67,71,41
184330119579,Shalv Sha,Kerala,2600412675,17,Female,1.86,75.69,58,65,70,83,99,50
269659797522,Heer Kurian,Goa,7747734145,15,Male,3.18,87.54,27,50,49,68,64,44
850924491557,Charvi Kanda,Rajasthan,8883633702,16,Male,3.89,85.97,36,54,70,76,83,52
960766814358,Navya Setty,Karnataka,3490708422,17,Male,2.98,61.62,50,56,69,82,86,61
150488461862,Shray Grewal,Kerala,9943714372,16,Female,2.48,77.52,31,54,62,79,76,59
530711141926,Aarush Kapur,Sikkim,1857809188,16,Male,2.6,72.25,33,42,69,78,82,57
99724761246,Vihaan Raman,Goa,7654841513,17,Male,3.31,80.69,41,63,71,76,100,62
468697682634,Shayak Hayer,Gujarat,5916439093,15,Male,2.87,65.98,23,40,41,70,79,33
790019746722,Aaina Wason,Karnataka,796786297,15,Female,4.82,84.55,20,43,41,65,73,44
349000983207,Tejas Sehgal,Kerala,8724444575,15,Female,1.47,58.87,29,31,59,69,60,32
354261431549,Emir Yohannan,Bihar,3758146703,17,Male,3.91,83.05,50,65,63,81,92,54
692922974228,Hridaan Bir,Karnataka,5753174412,16,Male,3.4,83.07,34,48,59,73,81,52
149621177860,Indrajit Sood,Karnataka,1575249245,15,Female,1.88,60.47,32,40,43,54,64,46
419178594866,Jayesh Kaur,Maharashtra,6803834900,16,Female,3.9,89.52,40,47,63,66,86,54
876736266897,Purab Behl,Gujarat,2419132444,15,Female,3.96,89.11,32,39,45,66,61,42
380900241260,Manjari Sengupta,Kerala,5436810211,15,Female,2.55,71.85,37,31,55,70,80,47
486991357078,Drishya Dasgupta,Karnataka,3635088704,16,Male,2.56,63.57,39,55,62,62,78,44
980878162314,Piya Bansal,Rajasthan,3637776562,16,Male,2.2,71.15,42,60,63,77,71,59
967198072208,Jiya Toor,Maharashtra,2971939761,15,Male,2.97,72.71,37,40,53,59,60,36
66775752935,Reyansh Zacharia,Punjab,4081330455,17,Female,1.8,60.22,56,53,76,74,81,62
36374920139,Baiju Apte,Goa,1364183641,15,Female,2.96,67.05,31,39,43,52,78,42
560520620428,Anahita Gour,Gujarat,7851677643,15,Female,1.2,55.43,31,50,58,52,69,40
548160215084,Ivana Saha,Gujarat,8548206584,17,Female,3.74,89.44,45,52,77,77,81,57
828233787665,Nirvaan Kapadia,Maharashtra,1157443984,15,Female,2.72,79.5,30,46,50,69,70,36
657645711291,Dhanuk Dora,Rajasthan,9219602316,15,Female,4.63,82.15,25,41,42,68,69,36
562962317291,Eva Keer,Kerala,17050030,17,Male,1.35,58.85,59,52,68,81,82,60
884673685269,Hazel Khosla,Maharashtra,1463956034,15,Male,1.74,74.09,30,47,40,58,65,32
459645244778,Amira Sinha,Goa,8844549894,15,Female,2.5,62.5,23,45,57,67,77,42
119171690377,Vanya Shere,Maharashtra,1705728644,15,Male,0,28.44,31,49,48,60,71,49
536464769618,Divit Thakur,Kerala,9439762653,15,Female,3.06,96.92,30,37,57,51,67,33
128890554335,Lavanya Lal,Punjab,8571399281,17,Male,3.81,95.08,47,60,68,88,90,64
647547466746,Himmat Kunda,Kerala,8499891233,16,Male,2.66,69.77,35,46,54,64,74,56
247291941106,Myra Savant,Karnataka,7107587144,16,Female,0,29.43,41,54,70,64,86,52
750627421672,Purab Srinivasan,Maharashtra,6449164470,15,Female,3.45,98.97,27,38,46,67,63,38
402834684677,Anya Soni,Bihar,8268183763,17,Male,2.55,61.66,56,66,75,76,84,54
176524866990,Darshit Baral,Gujarat,9034836641,16,Male,0,25.46,33,50,68,78,77,41
